date,checkins,unique_ind,unique_loc,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,cases_new,cases_import,cases_recovered,cases_active,cases_cluster,cases_unvax,cases_pvax,cases_fvax,cases_boost,cases_child,cases_adolescent,cases_adult,cases_elderly,cases_0_4,cases_5_11,cases_12_17,cases_18_29,cases_30_39,cases_40_49,cases_50_59,cases_60_69,cases_70_79,cases_80,cluster_import,cluster_religious,cluster_community,cluster_highRisk,cluster_education,cluster_detentionCentre,cluster_workplace,casual_contacts,hide_large,hide_small,Johor_checkins,Kedah_checkins,Kelantan_checkins,Melaka_checkins,Negeri Sembilan_checkins,Pahang_checkins,Perak_checkins,Perlis_checkins,Pulau Pinang_checkins,Sabah_checkins,Sarawak_checkins,Selangor_checkins,Terengganu_checkins,W.P. KualaLumpur_checkins,W.P. Labuan_checkins,W.P. Putrajaya_checkins,Johor_unique_ind,Kedah_unique_ind,Kelantan_unique_ind,Melaka_unique_ind,Negeri Sembilan_unique_ind,Pahang_unique_ind,Perak_unique_ind,Perlis_unique_ind,Pulau Pinang_unique_ind,Sabah_unique_ind,Sarawak_unique_ind,Selangor_unique_ind,Terengganu_unique_ind,W.P. KualaLumpur_unique_ind,W.P. Labuan_unique_ind,W.P. Putrajaya_unique_ind,Johor_unique_loc,Kedah_unique_loc,Kelantan_unique_loc,Melaka_unique_loc,Negeri Sembilan_unique_loc,Pahang_unique_loc,Perak_unique_loc,Perlis_unique_loc,Pulau Pinang_unique_loc,Sabah_unique_loc,Sarawak_unique_loc,Selangor_unique_loc,Terengganu_unique_loc,W.P. KualaLumpur_unique_loc,W.P. Labuan_unique_loc,W.P. Putrajaya_unique_loc
2020-12-01,17492265,6614474,630363,6395,4052,2611,2005,1660,1574,1371,1421,1736,3316,7961,25196,52503,130025,260459,487275,589956,622652,607775,601831,622364,615467,627128,669364,801754,831169,848726,696972,649743,613763,587982,549878,528499,497217,541013,591255,630124,602570,533079,499436,484926,400220,287114,165690,95964,58921,34247,15906,1472,5,1552,10497,1153,1472,0,0,0,51,31,1099,39,17,34,31,630,335,83,51,26,9,4,,,,,,,,,,,1996696,654634,186507,544619,559390,628093,1073601,149180,1192308,740636,1287449,3926511,232768,3426041,53217,177083,868521,341620,108035,241854,266899,277410,477057,96122,534058,308227,490577,1888361,125760,1538584,22809,104171,81635,32760,16298,21458,22749,26868,49739,7814,43889,31463,37417,124858,14836,86205,1784,2334
2020-12-02,17695726,6667261,648752,6615,3957,2682,1974,1721,1581,1438,1480,1867,3378,8253,26497,56792,139687,277312,508220,612710,645687,613719,601815,619992,617798,631502,674280,811867,837592,851573,696530,652126,618349,595056,556019,527820,502556,550235,596717,639260,611787,539724,503532,483593,397703,287540,165463,96497,60809,35813,16608,851,4,658,10688,444,851,0,0,0,80,42,663,59,26,54,42,286,187,127,63,45,12,2,,,,,,,,,,,1975256,688360,201342,545887,561590,630934,1085104,158866,1204862,758731,1324152,3974328,217523,3455908,53562,177019,864635,353075,113792,242475,268039,278719,480864,99727,537274,312903,500135,1903749,119675,1544722,22838,104352,83484,34460,17147,21881,23278,27562,50358,8259,45164,32825,38035,129248,14721,89499,1787,2420
2020-12-03,17063123,6549583,645604,6920,3943,2936,2150,1755,1490,1499,1590,1842,3500,8169,25687,55644,135933,268926,487973,584597,610616,589348,586045,608647,604825,617892,659293,792076,818396,836594,682480,636611,594575,568155,538281,507600,475773,515214,556486,589587,570865,521526,492463,468638,381225,275301,159941,95561,61119,36086,17350,1075,3,948,10804,648,1075,0,0,0,83,43,826,52,30,53,43,387,252,115,72,38,12,2,,,,,,,,,,,1870470,674565,164364,527563,534832,627312,1063208,158714,1129316,743625,1274706,3876525,168587,3373169,52735,173618,841031,348146,97043,237907,262182,279800,478124,100259,521393,310332,492475,1880515,99458,1526686,22721,101719,83370,34481,15023,22072,23168,27556,50521,8228,44934,32972,37813,130314,12130,90411,1772,2418
2020-12-04,18350879,6803979,622383,7404,4759,3064,2223,1791,1699,1543,1614,2115,3511,8441,27177,57741,136834,269189,483225,586855,625518,608907,608809,635336,631601,644903,683592,825833,923503,884577,689087,647664,620169,607824,582090,555542,522614,559748,603054,645704,636042,587843,562922,552979,464684,347722,211850,128239,81293,48715,23330,1141,3,1144,10801,666,1141,0,0,0,91,56,744,71,35,56,56,348,213,119,64,50,15,6,,,,,,,,,,,2031469,674162,164019,582972,594932,677057,1059563,169860,1236718,769607,1350621,4187530,189604,3718459,52603,200829,883179,343898,98726,256683,284372,296630,483833,105729,550869,317892,509621,1983724,109294,1627479,22944,113996,80241,25462,9428,21979,23308,26916,49578,8017,45157,32980,38195,130590,7526,91031,1774,2423
2020-12-05,19711082,6845366,573132,9520,5907,3871,2662,2181,1769,1727,1718,2237,3696,8345,25391,53247,121701,223646,373478,470743,537549,589369,627339,695612,710804,743547,780108,852867,843240,845548,792314,771881,749059,731588,706541,692332,659717,681027,704550,726066,699774,638364,607971,597757,501530,375434,229508,138917,89817,53057,26056,1123,5,1143,10777,638,1123,0,0,0,74,73,901,71,29,45,73,362,321,122,96,54,13,4,,,,,,,,,,,2210008,731091,207482,634724,627448,682223,1138102,164804,1351212,777053,1437010,4595822,240941,3874221,53935,212102,905459,363471,116080,267041,285249,290579,496653,99061,555440,307847,504648,2048138,127297,1619744,22791,117401,76118,31046,15558,19794,21028,24066,46280,7127,40164,29022,32914,112326,12566,75347,1502,1757
2020-12-06,18446273,6516281,439135,10576,6160,4108,2880,2135,1722,1547,1616,2126,3087,7001,21496,41632,88940,162494,279722,373038,449743,528517,598322,683071,715697,750685,783420,816496,820549,813084,758420,752518,738206,724723,696985,671664,641708,659220,684291,696475,659566,591162,553031,525195,425285,305157,175093,100901,63201,36418,17190,1335,3,1069,11040,870,1335,0,0,0,71,39,1088,64,24,47,39,498,366,144,80,47,16,1,,,,,,,,,,,2212105,742227,219001,581318,567868,615515,1015143,136478,1196844,730460,1426606,4258686,247572,3551865,46252,223550,900358,370282,123206,248213,263960,270257,461134,82688,509617,288743,497969,1919658,132720,1525309,20304,124585,63536,31436,17434,14196,15228,17521,31829,4815,27436,21150,24109,79280,14878,55158,1080,1495
2020-12-07,17691454,6738929,643921,6427,3917,2559,1972,1601,1385,1216,1415,1917,3390,7470,25665,54740,130902,261962,494276,595631,628253,606168,601730,628089,627310,643445,686982,820224,855972,878133,720919,672652,633596,598233,535560,492469,470668,525449,578041,615227,596581,543380,509581,500643,417229,303309,177030,104886,66033,38675,18542,1600,3,1033,11605,1038,1600,0,0,0,74,50,1306,88,32,42,50,425,491,272,118,62,20,6,,,,,,,,,,,1972647,689591,218873,547029,578978,655591,1107823,167015,1263645,773999,1267549,3910991,233131,3386392,53894,194620,873792,359572,122876,245575,282711,291502,503464,105635,562739,322323,491913,1912166,127143,1548177,23662,112877,82788,34078,17617,21697,22959,27521,49655,8292,45308,33091,37133,127963,14809,88815,1775,2529
2020-12-08,18024878,6805439,657047,6677,3905,2774,1962,1635,1435,1362,1548,2136,3573,8292,26418,58595,140196,278144,517488,624352,651995,622174,610764,634217,628392,639859,686594,826354,859421,879312,715444,668002,630706,602185,564621,534002,500491,538806,582586,621206,605829,551180,521754,514082,424398,310028,181445,109545,68386,41109,19499,1012,7,1750,10863,444,1012,0,0,0,75,35,839,55,33,42,35,367,276,136,60,38,14,3,,,,,,,,,,,1998490,681741,212496,540064,578960,658988,1115626,166616,1260515,782188,1257341,4069890,222925,3539330,54004,196698,878407,357260,120892,245020,282737,293817,506744,106047,565600,322558,488737,1962738,123002,1586870,23481,114585,84396,34133,17401,21880,23379,28024,50722,8375,46089,33655,37752,131822,14545,91837,1880,2526
2020-12-09,18082383,6786580,661302,7293,4150,2768,2089,1645,1478,1438,1607,2213,3677,8521,26391,59880,143102,285569,528613,638660,663422,630118,618241,637805,631047,643129,689891,832388,866572,882470,715880,665295,628573,595813,554264,521086,490534,537825,592864,631983,602236,538863,511082,504799,428687,313172,187088,112736,72031,43041,20354,959,6,1068,10749,535,959,0,0,0,64,35,674,61,28,36,35,269,237,104,64,40,19,2,,,,,,,,,,,1987412,687783,219745,547770,572301,664780,1128435,163946,1286818,799183,1287249,4055363,232437,3497276,53798,192952,871995,359440,123894,247009,280271,294904,509178,103874,570675,325907,491454,1946983,126661,1562616,23590,112374,85042,34494,17587,21989,23514,28220,51082,8504,46379,34111,38202,132201,14901,91911,1863,2536
2020-12-10,17730193,6759771,658644,7721,4377,2963,2155,1869,1657,1399,1589,2104,3533,8575,26169,58706,138523,274604,510352,608299,638068,616124,603653,628639,622765,637756,683266,819707,841052,838182,668708,620877,586527,565793,542638,524999,496588,528477,568955,611798,597670,552921,520017,512845,435958,328880,201179,125283,82230,49542,24501,2234,5,1112,11868,1790,2234,0,0,0,79,45,2011,62,37,42,45,1001,724,190,96,43,14,5,,,,,,,,,,,1912930,687416,228916,530931,564855,656881,1079452,169241,1259514,763214,1231304,4033037,238569,3454783,52345,194437,860874,359102,129022,244566,283650,299468,507203,107337,567613,318514,483753,1955389,131004,1567658,23023,112468,84061,34613,17700,22010,23418,28302,50277,8450,46543,33819,37990,132086,14810,91668,1804,2531
2020-12-11,19138526,6898051,588292,9428,5800,3874,2731,2263,1989,1905,1983,2464,3966,9189,26836,58183,130192,251596,441191,538846,580172,590540,608530,659804,667797,690231,735608,861882,938535,901191,724307,704482,681270,667151,637464,606885,568794,598262,634810,666772,659860,620869,587752,586976,501650,383339,239711,150732,100285,61315,29114,1810,11,937,12735,1361,1810,0,0,0,91,68,1458,70,25,66,68,688,469,211,90,56,10,4,,,,,,,,,,,2077343,662919,188954,642532,671519,799853,1248393,187102,1370275,806060,1303164,3914112,191003,4043566,54630,248189,907446,349353,113302,284279,328666,349964,572833,115863,600295,332353,499425,1853873,112919,1692108,23870,132826,80729,25233,9877,22202,23682,28471,50991,8098,46113,33986,38067,94433,7915,87781,1827,2459
2020-12-12,19737390,6878470,567707,11545,6710,4290,3026,2210,1841,1662,1888,2312,3712,8548,24713,54422,117062,215628,361921,460263,529309,582582,622022,695372,716197,752557,797578,877510,877180,881230,826776,805851,783379,766509,729678,697737,654154,664672,682707,694382,660238,605237,586559,576108,480726,359850,226529,139999,95490,58236,29283,1937,2,911,13752,1461,1937,0,0,0,65,72,1671,66,19,46,72,798,607,175,91,49,11,6,,,,,,,,,,,2130241,706175,246501,693162,643634,783478,1268543,182117,1409137,820302,1536041,4289209,238710,3761950,53435,207512,898339,372970,134775,298124,314725,340437,570239,110064,585088,323712,527307,1961924,130615,1572635,22906,113136,75079,30107,15484,19892,20908,24927,46260,7107,39730,29995,33410,108648,12269,74591,1546,1714
2020-12-13,18916254,6678491,441427,12273,7109,4504,3077,2095,1757,1538,1652,2163,3109,7285,20389,40921,83499,155165,272441,365798,443595,521269,591280,676520,711140,747714,787999,829770,837715,837920,784987,774567,758314,740672,712255,688125,652730,668409,691392,719266,704057,641280,596029,561978,456070,333384,198598,118478,77349,46362,22255,1229,2,1309,13668,746,1229,0,0,0,85,53,1003,58,29,56,53,401,374,148,80,37,15,6,,,,,,,,,,,2248581,785808,243555,625590,624166,691628,1199392,159394,1319162,755786,1421554,4086857,244926,3546738,45060,215644,926770,404255,137111,277245,309842,316228,553346,96678,553481,300773,499168,1903175,135213,1517257,20752,119758,63602,31246,17533,14431,15472,18006,32459,4775,27727,21967,24539,78603,14515,55441,1141,1522
2020-12-14,17416783,6676176,641131,8887,4889,3294,2200,1699,1484,1304,1387,1981,3754,9287,25927,55895,127412,252951,485038,590637,627484,606865,604079,629087,630980,650094,692227,825981,853696,873116,713097,651661,604758,575147,544617,516409,486243,520023,560688,590847,562798,511001,476692,472327,391196,282957,164500,98535,64017,38773,18862,1371,1,1204,13831,870,1371,0,0,0,75,46,1175,55,30,45,46,483,455,174,63,43,11,1,,,,,,,,,,,1849711,680114,225144,522559,545333,669222,1133043,167336,1231328,778074,1231812,3899066,226213,3358416,51555,188105,840606,358193,127413,241572,276591,301799,520721,105489,559351,325361,482143,1901399,125715,1523859,23055,109434,81031,33809,17353,21166,22436,27768,49303,8123,44901,33842,36895,128273,14823,89492,1806,2535
2020-12-15,17653991,6751043,653437,7311,4231,2906,2033,1615,1465,1475,1553,2106,3825,9749,27180,61034,139952,275096,514327,623722,655224,628628,614340,634251,627814,641064,687330,821327,832134,833154,686772,647493,608294,580846,546747,514991,484962,514038,551469,598321,589236,545458,510452,493974,400493,299718,180669,110701,71050,42575,20886,1772,12,1084,14516,1039,1772,0,0,0,114,36,1480,74,50,64,36,522,627,246,85,59,15,0,,,,,,,,,,,1952835,663728,221550,525264,553830,660284,1097085,162370,1227979,790714,1274110,3966771,224969,3418092,50527,195419,867848,351415,124986,241653,277873,298840,507685,104042,558427,328317,491910,1937915,124591,1547951,22937,113150,83844,33468,17190,21592,23009,28322,50097,8294,45393,34235,37798,131246,14792,91485,1846,2574
2020-12-16,18130898,6803611,655669,8324,4620,3139,2038,1772,1413,1517,1595,2212,3778,9743,26843,60076,138744,273716,514974,630243,665704,636413,620754,644183,638644,653713,697630,845023,877585,895173,728974,680522,636339,598606,549344,503341,484611,534465,588981,637659,611490,549817,516044,498048,412711,306992,185948,111666,71014,43820,20937,1295,10,1052,14752,776,1295,0,0,0,64,38,1115,53,27,37,38,456,413,168,78,36,10,7,,,,,,,,,,,1949597,684674,206750,549268,574152,641531,1117761,164445,1265446,804985,1343636,4083283,213471,3571363,53889,199645,863480,359585,118673,248717,281770,293089,513470,104431,568621,331365,502841,1966662,119642,1580081,23865,115156,83648,34197,16475,21919,23364,28378,50159,8290,45511,34362,38129,131846,14259,92307,1852,2598
2020-12-17,18559087,6922036,656199,8678,4979,3257,2253,1790,1565,1495,1639,2166,3672,9606,26637,60289,137484,269536,504195,613994,649276,621208,612886,632869,630999,650521,700841,848395,884792,903804,743536,692300,651215,619832,592616,566571,528969,552209,587920,624187,619114,588393,560956,552141,463633,342313,205741,125445,81418,48214,23538,1220,6,1297,14672,628,1220,0,0,0,72,46,957,66,32,40,46,413,295,157,92,49,13,4,,,,,,,,,,,2037013,682621,208422,561905,592028,668080,1156591,164617,1306459,841546,1387642,4129102,225675,3630238,57017,215967,894383,360166,119924,254410,290959,303997,528455,105757,582626,340161,513951,2000847,124992,1614751,24485,120958,84581,33301,15752,22273,23514,28412,50578,8064,45941,34573,38037,131949,14103,92365,1850,2583
2020-12-18,19295829,7027003,625373,9889,5782,3655,2689,2045,1846,1563,1915,2298,3887,9868,27158,59257,127450,250316,465284,576940,624949,616873,619929,652507,656255,674704,723784,875212,979641,954579,740659,711418,676397,639231,602671,584756,555742,583202,624193,669985,663015,623493,596675,596908,509145,389480,245790,153581,103115,64103,31995,1683,8,1214,15141,893,1683,0,0,0,73,39,1377,62,29,44,39,614,464,205,94,40,16,6,,,,,,,,,,,2001878,645770,183134,609881,629381,683527,1223388,180426,1339246,894154,1440323,4398740,170056,3878145,57188,240849,884470,343782,108967,272497,311554,316618,561184,112875,596160,353496,524662,2081524,102610,1686438,24575,132395,79071,24749,8842,22096,23432,27506,50467,7902,45086,34666,38469,131894,7389,91935,1856,2578
2020-12-19,21146173,7173478,575948,13494,7933,4975,3549,2605,2134,1927,1974,2470,3920,9463,25591,57954,120103,216792,366640,468382,540305,595459,633873,704164,729866,768083,815068,897334,899996,912774,862583,845063,824186,810510,781959,761186,728646,736593,752685,771831,755213,705172,668512,667641,568838,434657,271788,168603,115978,71268,36433,1153,2,998,15295,651,1153,0,0,0,80,29,974,61,32,48,29,334,384,155,101,47,10,4,,,,,,,,,,,2246058,790664,241200,717147,690707,784036,1358978,193054,1527539,912468,1606118,4721538,232140,4016768,53974,235047,933757,405073,134679,304386,332783,343830,600260,115107,620940,344422,537166,2110548,128195,1667897,23059,126557,75831,30729,14276,20108,21153,25313,46677,7112,40142,30584,33672,113074,11845,75957,1529,1796
2020-12-20,19608275,6824224,440911,15713,9115,5646,3892,2438,2011,1719,1755,2231,3362,7486,20342,45108,88242,155053,265507,354904,434292,511461,583726,677642,717275,761608,806349,857286,871461,872025,820348,817639,803565,789283,759909,734720,700817,707065,728755,748551,724638,659137,607406,590720,487574,357023,212061,126116,82636,48917,23746,1340,3,1067,15564,791,1340,0,0,0,80,53,1119,63,28,52,53,435,389,186,109,48,13,2,,,,,,,,,,,2283467,801799,247556,646813,631011,673595,1178943,169591,1327383,851873,1553541,4335658,246258,3662119,47400,242800,934339,414461,139939,283137,313856,314186,550743,101378,559831,325640,525739,1969942,135467,1565119,21094,132806,63215,30959,16183,14568,15512,17774,31845,4767,27387,22769,25034,80135,13873,55923,1118,1569
2020-12-21,18450195,6904791,636038,9956,5883,3545,2464,1775,1489,1371,1609,2143,3670,9514,25799,57044,126161,241543,468544,573523,616935,607163,609432,642828,647729,671901,717310,848866,884023,906091,757104,717984,683949,653613,612873,571751,535044,557096,593218,627493,612854,564952,521499,523996,443942,328008,196095,117185,75832,45571,21825,2018,7,1084,16497,1436,2018,0,0,0,68,34,1848,59,27,41,34,834,658,253,103,47,11,1,,,,,,,,,,,1958081,727589,246440,571176,578884,714546,1174971,175727,1332498,859912,1317421,4074363,241925,3553927,54211,204949,878084,380007,137239,258566,290359,319572,544180,109479,586462,344837,494555,1965292,133563,1589498,23380,116846,81129,33555,16938,21157,22378,28058,48322,8033,44630,33707,35937,127413,14512,89129,1772,2522
2020-12-22,19163238,7004242,658356,9293,5333,3576,2451,1921,1582,1487,1683,2164,3859,9564,26129,60018,134839,264549,498896,606854,645210,623335,619538,652941,653061,678607,728185,875039,910129,926285,765487,718784,683517,656455,618110,583398,546505,573546,617466,662645,651250,613409,576195,583343,495779,366251,217933,129732,83207,49525,24173,2062,4,911,17647,1444,2062,0,0,0,138,70,1776,58,65,73,70,742,690,252,92,43,9,6,,,,,,,,,,,2033367,730337,245847,575223,585749,735864,1204142,176461,1365741,888461,1394463,4264176,239114,3752414,54253,214018,890744,378159,137249,256627,290109,321492,545051,110521,594294,346925,507630,2024584,131018,1639527,23258,120802,84186,34034,17141,21821,23120,29040,50373,8389,45723,34556,37437,132732,14477,92735,1824,2566
2020-12-23,20070232,7123054,663909,10234,5861,3650,2468,2042,1755,1556,1751,2390,3856,9888,26469,61534,136504,267448,502614,616607,655411,641067,639072,674709,681702,705493,757364,903660,938421,957708,799117,754723,718937,691697,655518,622423,588713,617878,666097,714131,694739,640929,601633,616832,530387,396411,236035,139603,90789,55328,27078,1348,16,710,18280,764,1348,0,0,0,58,41,1081,56,19,39,41,399,394,205,83,43,11,2,,,,,,,,,,,2115504,742307,244615,605707,607223,751139,1245388,175309,1424964,947336,1512493,4477882,247022,3944394,55347,217072,904958,382340,137274,264214,295354,326255,556330,109485,606193,361721,528277,2071894,135080,1681191,23692,122474,84833,34518,17097,22131,23554,29382,50737,8269,46205,34506,37773,133837,14754,93445,1796,2559
2020-12-24,20711984,7258723,648535,11415,6599,4349,2968,2227,1892,1704,1948,2558,3997,9735,25964,60324,131743,255372,473039,574144,622670,624965,639177,693885,707632,740688,786026,909329,939350,960968,830048,792104,760125,735463,702184,665621,624725,633515,664671,698571,693347,664542,636280,649903,576404,453166,293891,184696,129021,83681,45358,1581,2,1085,18774,847,1581,0,0,0,86,39,1286,90,36,50,39,484,456,230,116,64,23,3,,,,,,,,,,,2188913,782937,268068,632284,642875,810433,1303811,186364,1489381,900728,1550488,4587719,263287,4067706,60216,227595,932374,399773,149846,276206,312861,349754,587282,115850,625411,344285,541447,2116241,143774,1729664,24776,127247,84232,34531,17376,22160,23364,29395,50864,8140,45818,26311,36560,131281,14982,91337,1789,2480
2020-12-25,19323734,6701401,443202,20213,13118,8601,5782,4053,3069,2766,2548,3006,4130,9053,23027,49615,89331,156481,256628,332343,409164,483088,550846,640958,681236,724107,764532,818973,856408,856833,737530,758753,761308,757714,734459,712454,677233,670524,703439,730361,719159,679916,626196,637617,558091,430935,270313,166203,114668,71173,35779,1247,2,1441,18577,547,1247,0,0,0,101,45,961,67,38,63,45,364,335,169,93,53,11,3,,,,,,,,,,,2172105,734635,244551,674009,638823,854476,1315811,188585,1437850,719242,1262805,4182153,218476,3718058,41024,242500,909175,379982,142636,291881,320646,367368,605197,111592,589227,297780,450346,1926985,129961,1561878,19144,128582,61808,22806,9958,16828,17283,22813,39642,5852,30713,20207,22020,84666,8021,58473,1045,1570
2020-12-26,18964818,6748611,539929,15159,9137,5637,3636,2348,2028,1667,1897,2405,3492,8456,22479,50870,99449,181012,309737,401902,474271,534204,586732,668046,697738,744043,792210,871306,869821,867466,809204,790379,760348,733018,678921,642277,615606,619527,642393,672896,653717,593708,548636,554638,476654,367443,234241,148436,101548,61796,32284,2335,11,874,20036,1567,2335,0,0,0,94,65,1793,97,40,54,65,684,686,313,110,72,23,2,,,,,,,,,,,2048667,745868,283524,684607,626118,842586,1288976,188439,1379681,802925,1343704,4001700,278655,3470918,50506,196133,886213,392434,157432,302354,314766,363511,594420,112930,582816,315641,475077,1861380,152665,1486338,21896,105287,71293,28877,14989,18994,19941,24658,44371,6623,37547,27344,30256,104407,12309,70729,1425,1642
2020-12-27,18737734,6698745,432619,14879,9285,5820,3777,2476,1903,1659,1775,2238,3197,7061,18357,43393,80860,146883,252839,345275,426921,503547,573298,656711,691591,731287,773108,824326,833687,824337,774166,762939,748335,730317,702690,681836,650567,650827,675014,697484,680463,633254,588412,577968,490205,369238,228885,138989,92590,55280,27785,1196,5,997,20234,508,1196,0,0,0,108,46,875,95,46,62,46,319,305,159,92,64,25,6,,,,,,,,,,,2059782,781507,288981,666956,624436,782778,1260380,183348,1345299,753143,1304736,4033670,278873,3426036,43728,215020,886854,405901,161927,295841,318022,351898,596121,109102,573818,306496,475958,1879949,152730,1498762,20067,119555,59052,28637,17567,14485,15328,18514,32394,4816,27296,22085,24144,78492,14543,54899,1085,1506
2020-12-28,19075168,7017510,642311,11971,7174,4598,3146,2118,1676,1519,1616,2221,3712,9371,23962,54743,117901,234448,451099,562408,614079,614238,634256,678254,688347,715386,761092,885212,911042,924979,776894,738845,706590,680795,639602,597145,547220,552011,586044,636633,633702,592986,548503,561103,483808,359683,217865,131928,85595,51916,25732,1594,3,1181,20644,743,1594,0,0,0,118,58,1299,93,41,77,58,452,469,252,126,66,23,4,,,,,,,,,,,2086462,775895,272426,619778,609724,800555,1243269,189018,1409820,863992,1299881,4125516,260428,3555071,54515,200956,908927,396501,151908,271779,300997,344254,571206,115852,609858,347244,489133,1975330,142169,1596058,23224,114454,82455,33744,17839,21327,22586,28638,48933,8064,44847,33921,36460,127813,14833,89156,1769,2444
2020-12-29,18694967,6951854,652802,10781,6285,4129,2708,2025,1786,1593,1641,2250,3936,9336,24555,59552,126059,245271,463680,562919,591066,583998,594042,635515,648023,676866,732971,869380,900414,915720,764477,724335,688083,661103,622980,586975,537972,544002,573196,617091,617679,585112,545943,567626,489407,365129,223610,135825,88721,52942,26258,1925,10,1123,21444,1098,1925,0,0,0,125,37,1547,83,51,74,37,509,606,300,132,53,26,4,,,,,,,,,,,2006226,751603,262938,574165,587782,774137,1218752,183797,1389332,841604,1294312,4096096,252929,3514579,52933,200705,888566,385696,146762,256946,291731,334714,554241,113759,603701,340178,488641,1971337,138334,1588136,22982,114156,83547,33907,17878,21555,22995,29175,50061,8180,45596,34022,36895,130931,14694,91076,1802,2482
2020-12-30,19850628,7126469,659245,11171,6672,4247,2832,2153,1776,1631,1781,2466,3914,9402,24568,59392,125708,251108,478966,594594,637670,626984,635027,675921,683204,715037,766282,903698,932504,953662,800555,756604,725835,699347,657016,622189,577481,590261,644594,699371,684980,627127,572416,594002,524588,390787,239890,146863,96271,58620,29461,1870,2,745,22563,920,1870,0,0,0,135,60,1306,121,48,87,60,484,434,232,156,79,33,9,,,,,,,,,,,2114217,764699,265087,617758,627459,800935,1263253,183901,1418775,888710,1398589,4405279,261099,3825609,56545,210657,911092,391634,147587,269323,303513,339363,566790,112679,610230,349879,508864,2057609,141435,1664405,24181,119384,84864,34385,17659,21848,23321,29252,50703,8225,45799,33868,36991,132585,14882,92278,1802,2495
2020-12-31,20769671,7356546,650077,12663,7626,4779,3320,2384,2025,1779,1933,2377,3877,9233,24022,58463,125651,248012,465386,574432,620734,621153,641400,691177,706352,736220,787790,915979,940324,968219,828549,789169,752198,726242,692022,652790,604975,603540,635106,679438,682647,663124,635237,662110,600260,484727,332562,219330,164501,116129,67705,2525,13,1481,23599,1505,2525,0,0,0,132,63,2156,94,56,76,63,1036,709,290,121,71,18,5,,,,,,,,,,,2158220,801191,268689,660916,662177,811118,1318851,194778,1521488,925277,1473512,4621416,249580,4061943,58352,233740,934525,407326,151555,286503,322706,351313,593158,118652,639506,366666,538021,2145248,139574,1761158,24802,130805,84364,34368,17441,21995,23231,28635,50326,8176,45381,33269,36062,130291,14271,90275,1773,2447
2021-01-01,18926326,6711607,421727,29042,21202,13878,8672,5099,3978,2969,2826,3191,3999,8548,20162,45074,76032,128500,220975,293609,359672,428863,492899,572546,620831,665233,712983,775117,829464,851800,738695,748451,756030,757999,743348,720420,688904,677677,706337,736880,734620,699119,646513,664844,584414,444975,280039,172517,118082,72738,36560,2068,2,2230,23434,944,2068,0,0,0,129,78,1715,115,59,70,78,640,710,238,127,72,36,7,0.0,0.0,35.0,17.0,0.0,18.0,671.0,,,,1872088,775695,244655,676998,649803,854316,1306771,204392,1414953,729808,1337205,4106674,223417,3591737,41771,239678,855547,397125,143926,295015,328409,367503,602442,116803,588209,296917,467847,1916448,132496,1570301,19842,129310,70958,23386,10184,15212,15404,19257,34236,5996,27696,19543,21430,75916,8009,53994,1041,1519
2021-01-02,19434472,6900125,540969,15719,9397,5905,3808,2586,2087,1742,1808,2323,3451,7675,19494,49312,91827,165632,290929,386007,456093,517902,567756,642644,675481,721970,773960,858621,870274,878273,829927,812602,791465,776431,742265,714053,676514,666070,681865,706345,683622,633476,582270,592307,523350,399111,249306,151218,101588,63846,34165,2295,9,3321,22399,1091,2295,0,0,0,122,60,1895,113,40,82,60,717,722,316,140,89,19,5,0.0,2.0,30.0,33.0,0.0,135.0,882.0,,,,1721208,819480,281115,680121,676052,839337,1399036,198752,1441016,864575,1385714,4263943,263134,3598267,52843,205364,796963,420103,157583,300853,336620,361359,625725,116111,603631,338719,495868,1954651,145421,1553941,22798,113646,66502,30315,15234,18705,19950,23566,44850,6777,38069,29331,31448,105356,12016,71479,1417,1692
2021-01-03,17311378,6428235,422131,15653,9214,5842,3784,2453,1980,1729,1728,2079,3092,6404,15856,37782,66305,111527,202324,283450,357749,431353,501828,582049,617046,660107,698124,745253,759576,769130,724082,715099,707807,700489,676737,654644,630281,633203,664550,690029,666973,601308,540140,537369,452596,334429,205040,124845,82339,50365,25636,1704,5,2726,21366,588,1704,0,0,0,170,71,1307,114,63,107,71,522,443,202,140,79,26,9,0.0,0.0,41.0,25.0,0.0,83.0,432.0,,,,2084563,802557,277698,610196,590974,504625,947903,161797,1221380,773420,1344771,3776086,251192,3094582,43822,206696,890141,412245,156153,273667,305216,252194,487800,96727,542178,312928,492137,1801189,140704,1423400,20102,114463,59783,30903,17395,14287,14765,14408,28912,4770,27188,22617,24328,75949,14108,53124,1083,1492
