date,checkins,unique_ind,unique_loc,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,cases_new,cases_import,cases_recovered,cases_active,cases_cluster,cases_unvax,cases_pvax,cases_fvax,cases_boost,cases_child,cases_adolescent,cases_adult,cases_elderly,cases_0_4,cases_5_11,cases_12_17,cases_18_29,cases_30_39,cases_40_49,cases_50_59,cases_60_69,cases_70_79,cases_80,cluster_import,cluster_religious,cluster_community,cluster_highRisk,cluster_education,cluster_detentionCentre,cluster_workplace,casual_contacts,hide_large,hide_small,Johor_checkins,Kedah_checkins,Kelantan_checkins,Melaka_checkins,Negeri Sembilan_checkins,Pahang_checkins,Perak_checkins,Perlis_checkins,Pulau Pinang_checkins,Sabah_checkins,Sarawak_checkins,Selangor_checkins,Terengganu_checkins,W.P. KualaLumpur_checkins,W.P. Labuan_checkins,W.P. Putrajaya_checkins,Johor_unique_ind,Kedah_unique_ind,Kelantan_unique_ind,Melaka_unique_ind,Negeri Sembilan_unique_ind,Pahang_unique_ind,Perak_unique_ind,Perlis_unique_ind,Pulau Pinang_unique_ind,Sabah_unique_ind,Sarawak_unique_ind,Selangor_unique_ind,Terengganu_unique_ind,W.P. KualaLumpur_unique_ind,W.P. Labuan_unique_ind,W.P. Putrajaya_unique_ind,Johor_unique_loc,Kedah_unique_loc,Kelantan_unique_loc,Melaka_unique_loc,Negeri Sembilan_unique_loc,Pahang_unique_loc,Perak_unique_loc,Perlis_unique_loc,Pulau Pinang_unique_loc,Sabah_unique_loc,Sarawak_unique_loc,Selangor_unique_loc,Terengganu_unique_loc,W.P. KualaLumpur_unique_loc,W.P. Labuan_unique_loc,W.P. Putrajaya_unique_loc
2021-10-01,28980407,10702331,829764,7821,5105,3883,3326,2868,2943,3133,4020,5489,10492,23495,81759,156491,364040,595019,1133939,1172594,1114558,1037023,1008454,1056522,1049015,1058354,1095918,1262073,1411582,1270522,999752,997387,961923,944951,910689,896601,845135,894746,942079,987794,983025,885978,746392,656259,499469,359618,219907,135673,91499,54172,26920,11889,14,15891,160417,868,3748,1504,6636,1,1985,982,7492,1293,832,1153,982,2632,2254,1443,1163,784,385,124,0.0,6.0,439.0,22.0,8.0,0.0,393.0,63159.0,75.0,1345.0,2769190,988447,392529,775165,1079968,1067261,1693974,290110,1711700,2076150,1979172,7148795,448320,5071869,104570,292859,1321128,517606,217407,361391,494598,465055,756927,167080,775116,717616,718272,3226455,236390,2307970,38453,167185,96263,32186,15868,26579,31778,38528,63122,10899,55791,62814,55154,182845,13198,101588,2465,3118
2021-10-02,30592905,10698178,761095,9803,5870,4326,3733,3364,3349,3434,3946,5467,10154,21758,75347,141944,314585,478847,857124,900000,910238,954253,992708,1090184,1117567,1166118,1219009,1287370,1269434,1269981,1178375,1157173,1142601,1135382,1111761,1109507,1072892,1137607,1153913,1152098,1091392,951402,799659,715576,552503,396788,251826,158516,107755,64681,31585,10915,7,15396,155827,656,3650,1329,5936,0,1869,941,6802,1200,716,1153,941,2386,2062,1330,1024,728,348,124,0.0,0.0,194.0,79.0,1.0,2.0,380.0,63846.0,77.0,1224.0,3038675,1119415,498388,817066,1122993,1065410,1720959,277064,1750501,1949185,2129664,7674757,577541,5299787,96029,290998,1358391,551792,257017,366614,493521,453075,750304,153414,756795,659232,727455,3308194,276038,2341713,36336,171539,93714,39328,25128,24290,28513,34433,58635,9873,50006,48293,48581,157962,20978,83534,1955,2068
2021-10-03,28330088,10079224,607347,10606,6424,4434,3600,3101,3010,3154,3492,4958,8847,17936,64263,112081,236008,369365,625478,707006,764385,854382,947594,1070875,1113252,1165519,1202525,1230547,1202909,1182356,1087067,1079427,1070365,1068604,1048837,1044106,1008675,1070295,1092171,1101683,1051102,919376,757028,666552,502586,357593,211703,124464,81709,46359,22279,9066,12,14454,150321,388,2911,1136,5019,0,1624,832,5381,1062,659,965,832,1926,1566,1039,850,666,272,124,0.0,1.0,224.0,17.0,1.0,5.0,140.0,32301.0,37.0,604.0,2955275,1153043,510962,729964,1032214,936606,1494647,232664,1533354,1773715,1920930,7134328,581879,4952723,87345,296614,1301360,563308,266870,333981,462684,418002,682354,128780,679536,625329,676241,3099723,283148,2220397,34266,176592,80083,40508,28404,18051,21657,25492,41449,7175,35953,42280,34672,115632,25084,62859,1449,1832
2021-10-04,28597344,10713530,875488,7897,4381,3630,2856,2553,2469,2533,3192,4583,9355,22286,77547,152309,378910,636194,1211617,1217818,1149246,1059808,1023345,1062627,1052837,1064225,1103369,1216984,1216267,1230419,1045961,1003774,961381,921194,874908,854396,811020,891904,947839,988565,961171,843458,711455,627603,464110,325730,189482,115210,74981,44099,19846,8075,6,15456,142864,731,2641,1091,4343,0,1315,636,5063,979,517,798,636,1845,1493,945,780,594,291,94,0.0,5.0,73.0,25.0,8.0,7.0,613.0,,,,2964804,1092197,468904,769911,1027772,1053701,1680033,284010,1682386,2060021,1927724,6827641,547332,4772669,95151,263999,1376462,559595,249386,358069,477862,456556,751139,165530,767252,716042,708304,3130924,271194,2210275,36569,153644,104105,44004,28088,26926,31887,39441,63387,11256,56103,63285,55527,181820,25073,100788,2421,3185
2021-10-05,28991261,10785507,887285,6888,4335,3680,2968,2882,2895,2952,3722,5160,10111,23787,81285,160490,391242,647989,1216223,1253551,1155833,1055846,1004904,1040582,1035612,1058414,1105240,1233790,1240782,1251374,1057221,999708,946838,903224,853902,853637,825118,918915,982029,1036549,1012196,884026,743373,657941,491486,346246,203708,123201,79827,46541,23038,8817,14,15615,135949,619,2577,1078,5162,0,1344,681,5631,1047,544,800,681,2012,1694,1068,857,633,300,114,0.0,0.0,199.0,30.0,10.0,3.0,377.0,37312.0,39.0,841.0,3069859,1060525,486572,778728,1033041,1051776,1697966,266796,1665163,2076282,1952664,6949631,545924,4873451,99795,265776,1401148,547046,256335,361085,477330,456107,752913,161103,765403,715459,710765,3163254,270006,2237072,37657,155765,105901,43147,28311,27371,32354,40010,64374,10898,55843,63742,56254,185966,24885,103349,2446,3205
2021-10-06,28902108,10762592,889917,8361,4974,3735,3159,2922,2879,3051,3875,5363,10634,24801,84484,162556,404055,680387,1264500,1270176,1184227,1081265,1032885,1054880,1035992,1047487,1094952,1215995,1202203,1207467,1019827,974639,933939,899485,855035,834124,796529,897101,930564,1003529,991487,871690,747358,673038,510872,361893,215097,130724,84833,49170,23909,9380,13,13045,132179,426,2922,1051,5407,0,1596,761,5888,1064,661,935,761,2093,1773,1102,920,630,324,110,0.0,2.0,147.0,35.0,6.0,2.0,234.0,34444.0,45.0,782.0,3114382,1011910,483191,784656,1041325,1078187,1641291,257497,1541166,2052250,1959054,7019161,541774,4905417,97473,266210,1413493,530688,254210,362511,480457,462285,741253,155828,740709,712029,712432,3178321,268460,2240360,37208,155194,107035,42783,28141,27596,32731,40415,64303,10815,55043,63738,56407,187383,24958,103661,2452,3241
2021-10-07,29221297,10867785,892105,8874,5102,3803,3251,2887,2819,3046,3854,5385,10283,24013,84231,158674,395295,670309,1241070,1251244,1164348,1059720,1006022,1031205,1009728,1038898,1089590,1219884,1221589,1233672,1044744,997959,948853,914851,872050,864703,821832,907866,967176,1017968,1018787,921334,789491,708397,537977,386608,232264,144788,93386,54913,26554,9890,18,12884,129053,697,3029,1147,5714,0,1665,773,6175,1215,666,999,773,2145,1887,1224,919,691,361,163,0.0,0.0,240.0,111.0,41.0,5.0,300.0,39312.0,43.0,820.0,3122320,1093198,512907,774686,1035692,1073753,1669288,275747,1710707,2084693,1939127,6979921,560395,4919584,97868,268019,1419549,557904,265304,361384,481205,462787,750793,163407,777994,725178,710648,3196148,275012,2269943,37597,156699,106429,43501,28552,27522,32677,40288,64553,11031,56756,64069,56316,186894,24791,103705,2487,3219
2021-10-08,30656128,11071380,848129,9449,5748,4176,3455,3192,3257,3254,4040,5547,10966,23996,86514,160132,393916,654868,1193582,1205854,1141805,1062200,1032926,1078266,1063339,1070008,1114738,1306407,1485368,1312721,1040832,1024358,992856,969829,929711,910743,866768,943991,999939,1051508,1054499,968468,857578,799510,627553,466151,291118,185569,124568,75542,35313,9751,15,12724,126002,382,2938,1046,5767,0,1669,762,6038,1181,630,1039,762,2048,1960,1115,915,729,338,114,0.0,0.0,157.0,17.0,16.0,8.0,184.0,35842.0,35.0,790.0,3224708,1071170,425848,823096,1105619,1151320,1755700,292412,1798806,2164472,2053016,7465747,459375,5307965,100838,306942,1438421,542447,231156,374307,503797,484743,775380,168610,799635,748585,735929,3338915,243159,2380677,37924,174467,100868,33447,16536,27207,32415,39488,63924,10923,56562,63956,56374,185744,13311,103458,2450,3218
2021-10-09,31901725,10970501,772068,12209,7110,5244,4006,3595,3515,3401,4290,5561,10647,23011,83238,147456,339723,524140,910951,939792,953454,991615,1030801,1136681,1154738,1203787,1249376,1311449,1282602,1279308,1186751,1164425,1149711,1141390,1116134,1110802,1070351,1141298,1167876,1183773,1144267,1016740,898702,836269,666530,496925,316746,204741,139404,85621,41569,8743,14,14422,120249,621,2600,951,5192,0,1603,720,5276,1075,638,965,720,1858,1641,965,812,597,336,142,0.0,0.0,271.0,105.0,42.0,0.0,203.0,33066.0,44.0,636.0,3285163,1158687,515136,849984,1144285,1130441,1793329,277555,1835242,2128919,2122098,7952097,569976,5512979,98410,302669,1424682,565511,263406,375578,504070,471274,772125,154959,776616,721367,712708,3395581,274818,2409084,37168,177055,96224,40353,25512,24650,29039,34938,59369,9960,50728,57109,39879,159925,20811,84864,2022,2155
2021-10-10,29335877,10328554,611135,13402,7750,5492,4357,3472,3301,3343,3867,5057,9304,19719,70195,113270,247998,392186,647223,722610,779233,866976,962269,1095855,1134866,1189544,1226210,1254039,1229461,1210086,1130264,1123637,1107017,1084889,1066473,1075199,1048571,1115293,1139558,1146962,1077960,933263,801234,718761,558569,404597,244211,150859,100836,58531,28108,7373,2,10959,116599,334,2125,773,4474,1,1346,542,4511,929,551,795,542,1546,1389,851,725,555,256,118,0.0,1.0,142.0,48.0,15.0,3.0,125.0,,,,3159479,1196425,521815,732689,1017200,1001521,1564604,230866,1625082,1913935,1931036,7318684,574885,5113875,83656,301356,1358168,579912,271431,337835,462720,438783,703793,129068,705107,669004,681707,3166864,282766,2284212,33674,179087,80941,41322,28443,17568,21230,25678,41874,7208,36460,43487,34398,116166,24740,63342,1494,1839
2021-10-11,29362255,10926787,879374,9460,5744,4463,3689,3197,3075,3079,3588,4834,9772,22760,82504,151756,385584,650547,1220620,1230165,1153450,1063043,1025564,1064543,1050316,1070429,1113103,1238952,1249179,1259197,1061723,1013238,963433,924952,874205,852383,799572,885963,946569,1000115,1001211,897224,786076,721357,557793,402916,244725,152675,101462,61242,30808,6709,6,10833,112382,282,1952,669,4087,1,1180,493,4087,912,467,713,493,1314,1273,839,661,523,284,105,0.0,5.0,137.0,28.0,7.0,0.0,105.0,34454.0,39.0,733.0,3124739,1128640,491491,807592,1055045,1150652,1737771,290047,1764438,2085578,1860312,6976002,544093,4875397,93459,267168,1430604,580296,260987,373517,500785,497685,778822,171596,800057,734560,699678,3194694,274231,2255243,36503,157027,105502,44618,28595,27090,31714,40132,63723,11186,56415,63443,54926,181876,24760,101375,2391,3207
2021-10-12,29230419,10938403,889096,10921,6884,5231,4656,3904,3446,3425,4112,5214,10291,23537,84793,156228,396270,670020,1242500,1255968,1173670,1071338,1019546,1050360,1030715,1043065,1093021,1227861,1231682,1238283,1045443,993617,940996,902907,853326,833963,795323,881260,944188,996832,989994,890018,793495,727388,562204,407811,249769,157067,104071,62586,31220,7276,10,10555,109000,379,2037,768,4470,1,1192,579,4507,908,507,685,579,1546,1383,909,669,523,278,107,0.0,10.0,140.0,20.0,64.0,0.0,145.0,29572.0,31.0,682.0,3117664,1128258,497326,797542,1040377,1155003,1737657,289041,1769511,1888373,1878515,7007988,540418,4907337,89386,269238,1437040,583634,263004,374004,496481,501590,782953,171502,802782,688575,703327,3214834,273356,2252759,35895,158603,107041,44558,28587,27577,31910,40794,64885,11260,56727,60850,55770,185987,24556,103626,2441,3200
2021-10-13,29767155,11005026,893008,11115,6808,5261,4232,3873,3757,3729,4383,5472,10917,24457,86424,160873,408929,691545,1270561,1279449,1194583,1085874,1033723,1061405,1038167,1053937,1104210,1238643,1246387,1248583,1052656,1005028,949083,905744,858835,845532,809219,902705,974196,1031281,1022210,899735,806588,747940,589613,429814,266129,169456,112041,68225,33828,7950,29,10832,106050,500,2166,782,5002,0,1277,495,5006,1026,555,722,495,1730,1551,982,743,580,289,157,0.0,24.0,95.0,78.0,66.0,44.0,193.0,33971.0,44.0,744.0,3195019,1145046,508814,826211,1059595,1180797,1780023,291057,1797502,2062570,1915115,6983295,555947,4958602,93906,266779,1451401,587232,269098,383328,502766,508437,794439,172138,814573,728862,707985,3197886,280444,2252854,37096,155878,107687,45023,28768,27704,32164,40806,65069,11355,57196,63780,55851,184641,24871,103040,2429,3249
2021-10-14,29428703,11003118,888636,11713,7635,5655,4719,4139,3788,3627,4307,5401,10912,24342,86074,159170,401963,681455,1248189,1259288,1175393,1065750,1019147,1047933,1032044,1042369,1089884,1220603,1228937,1232762,1042771,989385,928911,885923,842687,827172,789648,872890,937120,997316,1003523,907188,818025,761504,599873,447147,281467,182434,123193,75794,37533,8084,21,12456,101590,352,2323,706,5055,0,1414,545,5019,1047,536,878,545,1746,1497,1031,745,644,274,129,0.0,10.0,78.0,75.0,34.0,0.0,155.0,30618.0,36.0,700.0,3165982,1146183,534506,822163,1056644,1200678,1776946,292867,1781308,2027995,1827162,6880510,577983,4866293,92308,266986,1452416,588377,281268,384610,511150,522932,804571,174162,816296,727844,695800,3187595,290494,2241938,36730,155992,107374,45004,28991,27861,32437,40803,65211,11368,56974,63687,55378,182581,24763,101635,2448,3189
2021-10-15,30874125,11197119,843137,13608,8622,6283,5184,4486,4212,4123,4837,6058,11236,24720,89636,158803,387388,652037,1187309,1206447,1144059,1060387,1030931,1068887,1047071,1058333,1106494,1298561,1509415,1331798,1052392,1026530,989299,952619,912888,890762,850958,925700,980956,1039260,1050354,966041,888757,842611,684540,521274,339260,223393,154887,100091,50628,7420,17,10145,98776,416,2178,584,4658,0,1342,423,4664,944,553,789,423,1560,1588,849,667,566,286,92,0.0,0.0,86.0,18.0,27.0,6.0,279.0,34575.0,39.0,739.0,3236860,1086684,453981,897921,1134156,1330705,1884470,318003,1894404,2132315,1969883,7292567,465514,5211472,99242,294833,1464368,564089,254747,413013,541931,567057,847246,184259,847720,751078,728687,3313889,255549,2354734,38557,170452,101327,33418,16686,27726,31937,39849,64608,11023,57510,63613,55931,181104,13349,101383,2415,3139
2021-10-16,31764101,11064336,772144,18355,11509,8826,6999,6054,5581,5393,5649,6800,11864,24754,86018,148007,345503,537926,925656,953297,961102,997022,1031059,1126914,1140648,1185858,1234195,1303656,1267967,1262824,1175866,1143904,1119489,1104867,1073653,1063325,1034661,1106083,1136354,1154023,1109243,989681,910988,861423,704994,540715,356849,234960,164302,104926,54359,7509,16,9531,96666,327,2152,581,4776,0,1244,468,4799,876,526,718,468,1684,1492,930,693,516,241,119,0.0,0.0,64.0,40.0,67.0,3.0,153.0,26909.0,30.0,559.0,3345209,1162954,573505,945924,1199899,1342746,1962594,294144,1874203,2093927,2034870,7478370,577884,5275644,93370,261388,1475718,589627,293810,428832,569043,566491,864616,168321,812006,723893,722741,3292678,292746,2328098,36534,158368,96587,39943,25951,24898,28591,34718,59340,9812,51000,56593,47919,154853,20423,83128,2005,2039
2021-10-17,29087934,10385623,605013,19572,11935,8618,7079,5777,5188,4834,4961,6088,9876,20096,72341,115233,256368,409203,674210,751305,810774,898123,994058,1113920,1141443,1171280,1179800,1193217,1178822,1169874,1105264,1095313,1081544,1071610,1045826,1040834,1012193,1073877,1094551,1096150,1037953,900985,805016,728384,583447,427384,264188,167960,115295,70728,35437,6145,12,9231,93517,402,1794,500,3851,0,1117,365,3836,773,459,658,365,1302,1197,734,603,484,200,89,0.0,0.0,140.0,12.0,14.0,5.0,231.0,27412.0,32.0,525.0,3222185,1217809,566795,822621,1079249,1195123,1674605,249269,1648072,1898309,1997323,6684131,603115,4819394,83083,256180,1409884,611333,295874,388599,530570,527186,777226,143565,729701,673065,710375,3020168,302591,2174248,33999,157698,81169,40785,28899,18076,21073,25385,41773,6988,36461,43275,34437,112191,24472,62095,1491,1791
2021-10-18,30140880,11118633,873230,13520,8297,6216,4681,4039,3606,3619,4040,5245,10146,22832,81212,147690,376895,639687,1168690,1197823,1136396,1059457,1039253,1090169,1085230,1103228,1150416,1282129,1288349,1297984,1116577,1075939,1021028,979339,921782,888659,831654,890550,940342,983518,980710,890921,815691,764064,617481,466530,290578,188092,126166,78487,41923,5434,5,8435,90444,356,1441,440,3553,0,892,317,3497,700,388,504,317,1164,1131,675,527,422,194,84,0.0,14.0,45.0,24.0,34.0,0.0,239.0,29728.0,34.0,666.0,3241684,1224846,571726,847483,1051049,1277565,1920513,307455,1866367,2072907,1936702,6855046,583036,4888154,91135,254631,1473837,618937,297704,396673,511631,542633,845702,178205,830537,732330,723581,3164918,293974,2252850,36380,151653,105611,45044,29590,27099,31041,39427,64013,11075,57192,62740,54527,177532,24892,99553,2358,3066
2021-10-19,28154118,10334133,706017,16416,10637,7842,6215,5169,4662,4397,4790,6026,10708,21659,79035,126451,287354,439214,781345,794726,815748,862718,909484,1018055,1050879,1105135,1160941,1237073,1210233,1177980,1077835,1047741,1023199,1001179,962230,954777,919906,970177,992607,1011176,999085,903281,809722,730247,567087,414582,252789,159559,105064,64644,32339,5745,12,8933,87187,219,1620,405,3720,0,947,305,3725,711,390,557,305,1243,1174,717,591,414,210,87,0.0,3.0,32.0,4.0,32.0,0.0,148.0,23227.0,27.0,477.0,3100158,1056999,503129,838955,1030043,1214717,1701214,276978,1680498,1744407,1700683,6770425,503272,4612143,68649,252972,1414833,549900,266307,389435,503916,525461,783030,163816,769527,638286,643296,3069726,264494,2120700,29771,152444,92839,37737,24522,23524,26148,32851,56183,9401,48813,45281,37797,140429,19163,76069,1489,1868
2021-10-20,27336429,10682293,875715,12559,8169,6049,4629,4157,3868,3700,4264,5781,11391,24914,87262,159992,408177,688394,1248367,1277008,1200406,1104228,1055613,1079552,1056683,1064294,1093478,1195801,1191638,1183326,978120,909435,835758,788404,741891,719835,687464,744846,766172,797072,781187,679635,643844,611815,504864,379189,235679,150931,101217,63452,31919,5516,14,9401,83226,206,1396,369,3749,2,884,271,3590,741,386,498,271,1182,1133,711,564,447,218,76,0.0,0.0,34.0,19.0,10.0,0.0,143.0,27548.0,27.0,666.0,3097920,1088849,534531,697273,893705,1187860,1666825,279648,1735100,1937785,1916209,6006795,552872,4363169,85808,231595,1432515,570884,281803,353754,460781,514275,767833,169003,800439,710894,721049,2957819,281657,2093385,35446,141780,106673,44127,28915,26187,30626,40046,63676,11122,57728,62629,55666,178090,24380,101255,2449,3144
2021-10-21,29620661,11120965,890940,12736,8311,6154,4796,4234,3828,3870,4440,5788,10739,23864,86273,157158,402471,686932,1239474,1261931,1183249,1087602,1033597,1064318,1042442,1054569,1107630,1251079,1264045,1273700,1074463,1025274,959182,910208,866705,850683,806429,874877,923212,964391,956400,860151,795302,741093,596158,441407,275894,180494,120266,75541,37301,6210,42,7562,81778,303,1645,432,4126,7,1071,339,3949,826,438,633,339,1273,1270,809,597,527,205,94,0.0,6.0,66.0,19.0,19.0,0.0,193.0,,,,3178580,1201421,533642,800168,1034476,1217296,1851956,301668,1853323,1987368,1841122,6918229,557685,4859530,86140,253233,1463731,609555,285451,380882,501642,525931,820868,178515,835456,718039,708627,3216603,284626,2263930,35394,153018,107807,44816,28155,26575,31850,40503,65344,11285,58601,63224,55417,184819,24014,103363,2424,3170
2021-10-22,30669726,11225960,847632,14844,9295,7068,5644,4943,4234,4213,4621,6078,11396,25198,91169,159820,396839,659431,1186013,1209892,1143111,1053295,1014635,1054466,1035529,1041097,1088661,1293234,1540822,1366282,1068232,1031231,990069,956014,904717,880822,836363,911813,963556,1009085,1014968,930107,877477,829459,673987,509599,331761,221188,151731,96804,48913,6630,15,7630,80700,250,1767,426,4431,6,1167,303,4252,851,476,691,303,1389,1377,829,657,522,238,91,0.0,9.0,100.0,4.0,31.0,0.0,106.0,29488.0,29.0,678.0,3236593,1098126,472815,877677,1078086,1305643,1894722,321477,1956669,2055340,1897869,7255055,445600,5208905,92192,285465,1468949,568453,263546,406197,521386,555524,848926,187596,864358,737119,719897,3324398,248315,2356922,36700,167651,101772,33332,16569,27474,31841,39270,64962,10960,58779,63142,55206,184078,13012,103021,2380,3130
2021-10-23,31099883,10982662,773260,20201,12827,9109,7136,6061,5129,4869,5298,6672,11486,23858,84500,144643,337428,522218,859715,883172,912995,963996,1004832,1102726,1116645,1158033,1206876,1285489,1266575,1260512,1171205,1143268,1118682,1101008,1072263,1056942,1009435,1041611,1065137,1095922,1080926,973683,919412,866678,714432,545088,348553,230487,162266,105529,54355,5828,7,9178,77308,256,1610,370,3840,8,1042,286,3711,740,428,614,286,1163,1230,765,553,451,218,71,0.0,6.0,68.0,12.0,8.0,0.0,162.0,26803.0,31.0,567.0,3376926,1182274,545736,961016,1140443,1335130,1976913,309229,1967673,1995202,1986857,7187230,552592,5022705,85003,251330,1488229,594369,285174,426465,544428,560099,863009,175759,840631,705298,715256,3226630,281466,2270221,34260,152617,96997,40164,25253,25010,28482,34827,59948,9753,51711,55600,47878,155378,20270,83434,1985,2050
2021-10-24,29489172,10516959,609278,22217,13708,9751,7479,6109,5247,4961,4964,5934,10074,20204,73549,114469,261185,418216,682632,757890,816142,901894,987007,1105206,1121626,1155499,1189467,1217375,1190289,1167005,1107789,1108544,1088621,1075917,1039484,1037420,1011952,1082343,1117796,1137042,1083355,943837,854206,774882,617390,456550,280848,176143,117713,71617,35624,5666,20,6978,75950,148,1595,337,3718,16,1072,293,3543,733,446,626,293,1136,1181,681,545,437,217,79,0.0,7.0,37.0,10.0,3.0,0.0,91.0,28628.0,38.0,553.0,3349416,1232957,567593,836400,1039982,1220999,1764349,256305,1713847,1874783,1948850,6796264,585400,4868170,76333,259361,1447055,616540,297554,386199,511937,536177,800970,146716,757189,672593,703163,3074087,295899,2210242,31984,160829,83026,41032,28783,18196,20858,25715,42280,6953,37125,42704,34413,113175,24330,62458,1480,1800
2021-10-25,30125247,11135489,874733,13913,8626,6542,4989,4311,3685,3562,4135,5334,10437,23146,82772,148507,395764,680271,1222239,1233106,1163277,1074922,1036505,1074151,1057590,1074769,1127525,1266198,1289281,1298684,1099284,1042728,989734,943282,890042,858768,810000,894309,957267,1010845,1017828,908561,849871,786012,623545,456107,278495,175005,114368,70328,34627,4782,15,7414,73226,109,1326,257,3190,9,928,227,2944,651,370,558,227,957,946,574,467,407,195,49,0.0,5.0,12.0,5.0,21.0,0.0,66.0,32267.0,42.0,713.0,3287666,1199598,549353,854731,1043289,1256137,1845813,304651,1878710,2125006,1928245,6888367,573691,4879033,93070,264813,1482819,605879,288270,389592,504001,529861,819318,178586,837055,742880,718883,3202357,287672,2287084,36202,157123,106706,44341,28622,27203,31077,39562,63576,11015,57368,62406,54352,179571,24228,100529,2359,3188
2021-10-26,30322123,11157114,891530,13810,8697,6416,4950,4299,3947,3941,4469,5916,11121,24657,87386,156965,414909,714386,1279891,1296170,1210083,1100081,1050913,1084744,1059594,1069848,1123494,1274599,1300196,1308328,1094942,1024120,965793,923557,873915,854716,814679,897837,962327,1010440,1008103,889146,832447,780316,626468,456714,280501,179173,117012,71201,34906,5726,15,5607,73261,210,1464,299,3955,8,996,263,3656,741,414,582,263,1198,1187,677,594,457,196,88,0.0,0.0,15.0,1.0,25.0,0.0,169.0,29291.0,33.0,642.0,3367765,1167829,554196,846336,1046584,1234392,1838081,304736,1869308,2049517,1938879,7011185,564096,4987807,91897,272263,1498811,592514,288132,387487,498937,521294,809285,179045,836065,726484,719685,3227934,283531,2296856,36057,160480,109106,44383,28549,27715,31695,40254,65053,11265,58384,62711,55121,184326,24218,103345,2410,3207
2021-10-27,30255528,11072180,891424,14385,8918,6453,5235,4428,3962,3767,4566,5819,11273,24871,85959,152989,391157,661669,1173655,1213910,1155971,1077698,1032181,1058543,1033866,1040237,1089330,1239519,1271725,1285830,1091970,1035946,982750,943648,896302,870027,830138,919510,990252,1053555,1051640,930578,871912,823185,667991,495360,305602,193271,127090,78801,38084,6148,21,7595,71716,200,1616,309,4205,18,1082,271,3940,809,459,623,271,1266,1312,787,575,499,222,88,0.0,5.0,30.0,3.0,14.0,0.0,148.0,30519.0,33.0,723.0,3342012,1190078,529851,849073,1034019,1236462,1825184,297710,1885259,1999519,1953731,7008382,561457,5019460,89277,262342,1484348,597913,279111,385971,494016,520991,806121,176022,837082,706431,718197,3215881,281937,2302260,35034,157767,109096,44822,28253,27600,31763,40349,64742,11246,58786,62510,55584,183901,24051,103314,2367,3194
2021-10-28,30194322,11137944,891163,15646,9749,6894,5238,4548,4020,4243,4638,6021,11090,24199,87214,154442,406125,700973,1245332,1251629,1167895,1062069,1004929,1034873,1017606,1031412,1087424,1239545,1262598,1276100,1085099,1028182,973060,938319,890733,864743,825280,902340,964897,1015961,1016501,925795,877870,825173,669222,495676,309580,200886,133837,83204,41512,6377,32,6637,71361,231,1748,279,4331,19,1138,289,4081,828,456,682,289,1438,1282,768,593,480,248,100,0.0,2.0,27.0,26.0,35.0,1.0,140.0,29181.0,35.0,672.0,3329656,1174005,566907,852339,1043574,1237201,1827845,300688,1881397,2021964,1826589,7048624,571019,4992298,86697,271437,1493461,592740,296073,389209,504067,529524,814712,178935,841440,718878,699778,3247275,287980,2311082,34975,162567,108882,44618,28418,27947,31972,40151,65217,11217,58817,62637,54173,184656,23857,103200,2349,3218
2021-10-29,32360475,11459012,846869,17720,11276,7742,6315,5147,4602,4519,4904,6297,11359,24993,90705,156455,391534,665673,1185879,1210226,1147536,1065623,1033229,1079646,1065236,1079233,1129011,1333424,1592815,1427874,1131741,1088549,1053831,1025348,980090,948540,901608,966892,1026463,1077648,1087111,1006770,977277,935312,783019,603004,392510,260872,180741,115907,58269,6060,13,7297,70061,200,1548,262,4223,27,1071,263,3905,757,425,646,263,1311,1231,774,589,458,223,76,0.0,3.0,32.0,18.0,60.0,0.0,87.0,31261.0,42.0,683.0,3510622,1179556,506353,944701,1125420,1379408,1951770,335521,2041478,2160465,2064784,7554395,475221,5483682,96059,302263,1524406,589987,275798,422391,537722,577053,861133,193005,883381,750025,750996,3399509,259551,2462426,36916,178788,102579,33304,16411,27811,31660,39488,64601,10820,58502,63056,55551,183209,12966,102769,2365,3133
2021-10-30,33230399,11265543,767091,24991,16151,11405,8788,7199,6138,5465,5871,7198,11641,24334,85590,142650,341204,537987,929288,965535,976996,1019431,1059336,1172151,1192424,1241608,1293603,1368356,1331532,1295572,1195330,1165643,1146274,1152720,1133112,1135520,1103355,1163401,1182524,1196185,1159284,1041289,997905,938694,786615,607685,399556,265754,188693,124404,64012,5854,13,6715,69156,274,1582,278,3980,14,1023,266,3779,744,416,607,266,1255,1211,749,564,449,229,66,0.0,0.0,40.0,10.0,50.0,0.0,174.0,31838.0,41.0,631.0,3616160,1161782,577714,1025381,1189133,1422604,1991832,306155,1939368,2202476,2234566,7741411,593001,5542990,96680,285889,1523816,585488,298695,444721,560054,585359,867397,174004,829929,739472,760714,3379375,294156,2435908,36221,170812,97342,38292,24710,24839,28181,34569,58645,9461,50425,55935,47940,154862,19962,83318,1961,2049
